Timestamp,Diff
2013-04-25 04:00:00,144.789
2013-04-25 05:00:00,212.925
2013-04-25 06:00:00,164.662
2013-04-25 07:00:00,180.276
2013-04-25 08:00:00,225.7
2013-04-25 09:00:00,292.416
2013-04-25 10:00:00,279.641
2013-04-25 11:00:00,543.667
2013-04-25 12:00:00,383.264
2013-04-25 13:00:00,207.247
2013-04-25 14:00:00,221.442
2013-04-25 15:00:00,272.543
2013-04-25 16:00:00,211.505
2013-04-25 17:00:00,273.963
2013-04-25 18:00:00,185.954
2013-04-25 19:00:00,197.31
2013-04-25 20:00:00,139.111
2013-04-25 21:00:00,141.95
2013-04-25 22:00:00,151.886
2013-04-25 23:00:00,137.691
2013-04-26 00:00:00,158.984
2013-04-26 01:00:00,151.886
2013-04-26 02:00:00,147.628
2013-04-26 03:00:00,160.403
2013-04-26 04:00:00,156.145
2013-04-26 05:00:00,141.95
2013-04-26 06:00:00,146.208
2013-04-26 07:00:00,151.886
2013-04-26 07:17:47,149.047
2013-04-26 07:44:52,445.722
2013-04-26 07:52:05,0
2013-04-26 08:00:00,0
2013-04-26 09:00:00,0
2013-04-26 10:00:00,0
2013-04-26 11:00:00,0
2013-04-26 12:00:00,0
2013-04-26 12:13:01,0
2013-04-26 12:19:27,579.155
2013-04-26 13:00:00,481.209
2013-04-26 14:00:00,506.76
2013-04-26 15:00:00,221.442
2013-04-26 16:00:00,242.734
2013-04-26 17:00:00,208.666
2013-04-26 18:00:00,161.823
2013-04-26 19:00:00,161.823
2013-04-26 20:00:00,136.272
2013-04-26 21:00:00,151.886
2013-04-26 22:00:00,160.403
2013-04-26 23:00:00,180.276
2013-04-27 00:00:00,174.598
2013-04-27 01:00:00,150.467
2013-04-27 02:00:00,153.306
2013-04-27 03:00:00,170.34
2013-04-27 04:00:00,171.759
2013-04-27 05:00:00,166.081
2013-04-27 06:00:00,156.145
2013-04-27 07:00:00,166.081
2013-04-27 08:00:00,173.179
2013-04-27 09:00:00,229.958
2013-04-27 10:00:00,205.827
2013-04-27 11:00:00,205.827
2013-04-27 12:00:00,158.984
2013-04-27 13:00:00,136.272
2013-04-27 14:00:00,343.518
2013-04-27 15:00:00,210.086
2013-04-27 16:00:00,359.133
2013-04-27 17:00:00,404.557
2013-04-27 18:00:00,381.845
2013-04-27 19:00:00,173.179
2013-04-27 20:00:00,164.662
2013-04-27 21:00:00,151.886
2013-04-27 22:00:00,160.403
2013-04-27 23:00:00,144.789
2013-04-28 00:00:00,146.208
2013-04-28 01:00:00,151.886
2013-04-28 02:00:00,173.179
2013-04-28 03:00:00,149.047
2013-04-28 04:00:00,163.242
2013-04-28 05:00:00,164.662
2013-04-28 06:00:00,156.145
2013-04-28 07:00:00,146.208
2013-04-28 08:00:00,200.149
2013-04-28 09:00:00,229.959
2013-04-28 10:00:00,884.347
2013-04-28 11:00:00,245.573
2013-04-28 12:00:00,279.641
2013-04-28 13:00:00,275.382
2013-04-28 14:00:00,353.455
2013-04-28 15:00:00,293.836
2013-04-28 16:00:00,208.666
2013-04-28 17:00:00,205.827
2013-04-28 18:00:00,168.92
2013-04-28 19:00:00,180.276
2013-04-28 20:00:00,197.31
2013-04-28 21:00:00,147.628
2013-04-28 22:00:00,269.704
2013-04-28 23:00:00,248.412
2013-04-29 00:00:00,244.153
2013-04-29 01:00:00,336.421
2013-04-29 02:00:00,353.455
2013-04-29 03:00:00,218.603
2013-04-29 04:00:00,204.408
2013-04-29 05:00:00,133.433
2013-04-29 06:00:00,141.95
2013-04-29 07:00:00,245.573
2013-04-29 08:00:00,262.607
2013-04-29 09:00:00,295.255
2013-04-29 10:00:00,251.251
2013-04-29 11:00:00,313.709
2013-04-29 12:00:00,599.028
2013-04-29 13:00:00,200.149
2013-04-29 14:00:00,252.67
2013-04-29 15:00:00,292.416
2013-04-29 16:00:00,221.442
2013-04-29 17:00:00,137.691
2013-04-29 18:00:00,141.95
2013-04-29 19:00:00,161.823
2013-04-29 20:00:00,269.704
2013-04-29 21:00:00,215.764
2013-04-29 22:00:00,235.637
2013-04-29 23:00:00,364.811
2013-04-30 00:00:00,177.437
2013-04-30 01:00:00,631.676
2013-04-30 02:00:00,237.056
2013-04-30 03:00:00,447.142
2013-04-30 04:00:00,305.192
2013-04-30 05:00:00,205.827
2013-04-30 06:00:00,195.891
2013-04-30 07:00:00,164.662
2013-04-30 08:00:00,195.891
2013-04-30 09:00:00,220.022
2013-04-30 10:00:00,150.467
2013-04-30 11:00:00,268.285
2013-04-30 12:00:00,476.951
2013-04-30 13:00:00,366.23
2013-04-30 14:00:00,327.904
2013-04-30 15:00:00,191.632
2013-04-30 16:00:00,336.421
